DepMap_ID	Subtype	lineage_subtype	lineage_sub_subtype	model_id	gene_symbol
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	CDKN2A
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	PRDM2
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	KRAS
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	TP53
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	RNF43
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	PTK6
ACH-000094	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00669	NDRG1
ACH-000095	Medulloblastoma	medulloblastoma	med_group_3	SIDM01492	NA
ACH-000096	Malignant Rhabdoid Tumor	malignant_rhabdoid_tumor		SIDM00856	HLA-B
ACH-000097	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00314	MEN1
ACH-000097	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00314	PTEN
ACH-000098	Glioblastoma	glioma	glioblastoma	SIDM01055	TP53
ACH-000098	Glioblastoma	glioma	glioblastoma	SIDM01055	SMARCA4
ACH-000098	Glioblastoma	glioma	glioblastoma	SIDM01055	PIK3R1
ACH-000099		neuroblastoma		SIDM00395	POLQ
ACH-000100	Rhabdomyosarcoma, alveolar	rhabdomyosarcoma	alveolar	SIDM00426	TP53
ACH-000101	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM01003	TP53
ACH-000101	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM01003	NRAS
ACH-000101	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM01003	HERC2
ACH-000101	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM01003	ACVR1
ACH-000102	Glioblastoma	glioma	glioblastoma	SIDM01074	NA
ACH-000103	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00918	TP53
ACH-000104	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00342	CDKN1B
ACH-000104	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00342	DNM2
ACH-000104	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00342	KDM5C
ACH-000104	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00342	TP53
ACH-000104	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00342	MYCN
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	DNM2
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	EBF1
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	HLA-A
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	NOTCH1
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	WT1
ACH-000105	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00994	NOTCH1
ACH-000106	B-cell, Non-Hodgkins, Mantle Cell	non_hodgkin_lymphoma	b_cell_mantle_cell	SIDM01013	NA
ACH-000107	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00943	KRAS
ACH-000107	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00943	NTRK3
ACH-000107	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00943	RNF43
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	KRAS
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	PARP4
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	SMAD4
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	PTPRT
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	HLA-B
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	KMT2C
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	ARID1A
ACH-000108	Ductal Adenosquamous Carcinoma, exocrine	exocrine	exocrine_adenosquamous	SIDM00571	TP53
ACH-000109	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00046	TP53
ACH-000109	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00046	EGFR
ACH-000110	Adenocarcinoma	gastric_adenocarcinoma		SIDM01682	HLA-A
ACH-000110	Adenocarcinoma	gastric_adenocarcinoma		SIDM01682	PARP4
ACH-000110	Adenocarcinoma	gastric_adenocarcinoma		SIDM01682	TP53
ACH-000110	Adenocarcinoma	gastric_adenocarcinoma		SIDM01682	BCORL1
ACH-000110	Adenocarcinoma	gastric_adenocarcinoma		SIDM01682	NCOA4
ACH-000111	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00885	BAP1
ACH-000111	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00885	NFKBIA
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	KMT2D
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	KMT2D
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	PTPRB
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	DNMT3A
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	BRAF
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	TET2
ACH-000112	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00396	TET2
ACH-000113	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00446	SPEN
ACH-000113	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00446	SPEN
ACH-000113	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00446	KMT2A
ACH-000113	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00446	FLT3
ACH-000113	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00446	CACNA1D
ACH-000114	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01188	KRAS
ACH-000114	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01188	TP53
ACH-000115	Adenocarcinoma	prostate_adenocarcinoma		SIDM01077	TP53
ACH-000115	Adenocarcinoma	prostate_adenocarcinoma		SIDM01077	MSH6
ACH-000115	Adenocarcinoma	prostate_adenocarcinoma		SIDM01077	FAT4
ACH-000116	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00481	TP53
ACH-000116	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00481	ERCC2
ACH-000117	Adenocarcinoma	breast_adenocarcinoma	ERpos_HER2pos	SIDM01002	TP53
ACH-000117	Adenocarcinoma	breast_adenocarcinoma	ERpos_HER2pos	SIDM01002	YWHAE
ACH-000117	Adenocarcinoma	breast_adenocarcinoma	ERpos_HER2pos	SIDM01002	PIK3CA
ACH-000117	Adenocarcinoma	breast_adenocarcinoma	ERpos_HER2pos	SIDM01002	EPHA7
ACH-000118	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00533	MSH6
ACH-000118	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00533	NOTCH2
ACH-000118	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00533	KRAS
ACH-000118	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00533	TP53
ACH-000118	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00533	MSH2
ACH-000119	Bone	fibroblast_bone		SIDM01726	PTPN14
ACH-000119	Bone	fibroblast_bone		SIDM01726	KMT2C
ACH-000119	Bone	fibroblast_bone		SIDM01726	PRKD2
ACH-000120		neuroblastoma		SIDM00910	NRAS
ACH-000121	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00724	BRAF
ACH-000121	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00724	TP53
ACH-000121	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00724	PRKAR1A
ACH-000121	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00724	BRAF
ACH-000122	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM01859	NA
ACH-000123	Adenocarcinoma, endometrioid	ovary_adenocarcinoma	endometrioid	SIDM01476	NA
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	ARID1A
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	KMT2D
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	KMT2D
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	NRAS
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	CREBBP
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	BRIP1
ACH-000124	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00460	SDHA
ACH-000125	Lymphoma	fibroblast_lymphocyte		SIDM01759	POLQ
ACH-000125	Lymphoma	fibroblast_lymphocyte		SIDM01759	CASP8
ACH-000126	Oligodendroglioma	glioma	oligodendroglioma	SIDM00784	BRAF
ACH-000126	Oligodendroglioma	glioma	oligodendroglioma	SIDM00784	NTRK3
ACH-000126	Oligodendroglioma	glioma	oligodendroglioma	SIDM00784	USP8
ACH-000127	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01341	NA
ACH-000128	Astrocytoma	glioma	astrocytoma	SIDM01626	NA
ACH-000129	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00646	GMPS
ACH-000129	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00646	PIK3CA
ACH-000129	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00646	RUNX1T1
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	SDHA
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	HLA-B
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	KMT2C
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	MECOM
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	STK11
ACH-000130	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01685	KMT2D
ACH-000131	Lung	fibroblast_lung		SIDM01615	NA
ACH-000132	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00305	BRCA1
ACH-000132	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00305	HLA-B
ACH-000132	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00305	PARP4
ACH-000132	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00305	TP53
ACH-000132	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00305	SDHA
ACH-000133	Soft tissue	fibroblast_soft_tissue		SIDM01560	TP53
ACH-000133	Soft tissue	fibroblast_soft_tissue		SIDM01560	ATRX
ACH-000133	Soft tissue	fibroblast_soft_tissue		SIDM01560	HLA-A
ACH-000134	Breast	fibroblast_breast		SIDM01592	NA
ACH-000135	Skin	fibroblast_skin		SIDM00662	NRAS
ACH-000135	Skin	fibroblast_skin		SIDM00662	TP53
ACH-000135	Skin	fibroblast_skin		SIDM00662	BCLAF1
ACH-000135	Skin	fibroblast_skin		SIDM00662	EIF1AX
ACH-000135	Skin	fibroblast_skin		SIDM00662	BAP1
ACH-000135	Skin	fibroblast_skin		SIDM00662	SDHA
ACH-000136		neuroblastoma		SIDM00286	CREBBP
ACH-000136		neuroblastoma		SIDM00286	RNF43
ACH-000136		neuroblastoma		SIDM00286	FAM135B
ACH-000136		neuroblastoma		SIDM00286	ATP2B3
ACH-000137	Astrocytoma	glioma	astrocytoma	SIDM00998	PDPR
ACH-000137	Astrocytoma	glioma	astrocytoma	SIDM00998	PTEN
ACH-000137	Astrocytoma	glioma	astrocytoma	SIDM00998	TP53
ACH-000137	Astrocytoma	glioma	astrocytoma	SIDM00998	LZTR1
ACH-000138	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00130	KRAS
ACH-000138	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00130	HERC2
ACH-000138	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00130	TP53
ACH-000138	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00130	HLA-B
ACH-000138	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00130	EPHA2
ACH-000139	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01138	KRAS
ACH-000139	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01138	FES
ACH-000139	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01138	TP53
ACH-000140	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01775	KMT2D
ACH-000140	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01775	POT1
ACH-000140	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01775	EZH2
ACH-000140	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01775	IRF4
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	PABPC1
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	PABPC1
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	FAT4
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	POLQ
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	VHL
ACH-000141	Adenocarcinoma	gallbladder_adenocarcinoma		SIDM00161	SMAD4
ACH-000142	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00936	FANCD2
ACH-000142	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00936	TP53
ACH-000142	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00936	PIK3CA
ACH-000142	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00936	KDM6A
ACH-000143	Non-Small Cell Lung Cancer (NSCLC), unspecified	NSCLC		SIDM01601	NA
ACH-000144	Adenocarcinoma	gastric_adenocarcinoma		SIDM00358	RB1
ACH-000144	Adenocarcinoma	gastric_adenocarcinoma		SIDM00358	TP53
ACH-000144	Adenocarcinoma	gastric_adenocarcinoma		SIDM00358	KAT6A
ACH-000144	Adenocarcinoma	gastric_adenocarcinoma		SIDM00358	SDHA
ACH-000145	Leiomyosarcoma	leiomyosarcoma		SIDM01109	TP53
ACH-000145	Leiomyosarcoma	leiomyosarcoma		SIDM01109	TP53
ACH-000145	Leiomyosarcoma	leiomyosarcoma		SIDM01109	TCF4
ACH-000145	Leiomyosarcoma	leiomyosarcoma		SIDM01109	BCOR
ACH-000145	Leiomyosarcoma	leiomyosarcoma		SIDM01109	NF1
ACH-000146	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM01172	NRAS
ACH-000146	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM01172	TP53
ACH-000146	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM01172	SDHA
ACH-000147	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00097	ARID1A
ACH-000147	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00097	TP53
ACH-000147	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00097	PIK3CA
ACH-000147	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERpos_HER2neg	SIDM00097	SPEN
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	PIK3R1
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	NRP1
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	HRAS
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	TP53
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	RANBP2
ACH-000148	Carcinoma	breast_carcinoma	ERneg_HER2neg	SIDM00135	POLQ
ACH-000149		neuroblastoma		SIDM01098	CHEK2
ACH-000149		neuroblastoma		SIDM01098	SMARCA4
ACH-000149		neuroblastoma		SIDM01098	ALK
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	EGFR
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	PABPC1
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	PABPC1
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	HLA-A
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	APC
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	KLF5
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	PTEN
ACH-000150	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM01598	TP53
ACH-000151	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM00689	MYC
ACH-000151	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM00689	KMT2D
ACH-000152	Glioblastoma	glioma	glioblastoma	SIDM00639	NA
ACH-000153	Mesothelioma	mesothelioma		SIDM00713	NF2
ACH-000154	Bone	fibroblast_bone		SIDM01746	NA
ACH-000155	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01165	TP53
ACH-000155	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01165	KRAS
ACH-000155	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01165	FLCN
ACH-000155	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01165	NIPBL
ACH-000156	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM00376	ETV6
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	CBLC
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	PABPC1
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	PTPRB
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	TP53
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	MALT1
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	POLQ
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	FBN2
ACH-000157	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00502	MYC
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	PRDM1
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	HLA-A
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	CARD11
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	PIM1
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	PIM1
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	MYD88
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	IRF4
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	ETV6
ACH-000158	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM01778	STIL
ACH-000159	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00239	SDHB
ACH-000159	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00239	DDB2
ACH-000159	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00239	SALL4
ACH-000159	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00239	FLT4
ACH-000159	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00239	VHL
ACH-000160	Atypical Teratoid Rhabdoid Tumor (ATRT)	ATRT		SIDM01514	NA
ACH-000161	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00513	IDH1
ACH-000161	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00513	KMT2C
ACH-000161	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00513	EPHA2
ACH-000161	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00513	KMT2D
ACH-000162	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00854	ARID1A
ACH-000162	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00854	ID3
ACH-000162	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00854	TP53
ACH-000162	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00854	TP53
ACH-000162	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00854	CCND3
ACH-000163	Squamous Cell Carcinoma	thyroid_squamous		SIDM01167	NSD2
ACH-000163	Squamous Cell Carcinoma	thyroid_squamous		SIDM01167	PIK3R1
ACH-000163	Squamous Cell Carcinoma	thyroid_squamous		SIDM01167	TP53
ACH-000163	Squamous Cell Carcinoma	thyroid_squamous		SIDM01167	FAT3
ACH-000163	Squamous Cell Carcinoma	thyroid_squamous		SIDM01167	NFE2L2
ACH-000164	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00610	NA
ACH-000165	Lymphoma	fibroblast_lymphocyte		SIDM01700	HERC2
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	PABPC1
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	STAG2
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	PABPC1
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	POLQ
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	WNK4
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	TP53
ACH-000166	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM01695	WT1
ACH-000167	Myeloma	multiple_myeloma		SIDM01589	NA
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	KRAS
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	ASXL1
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	POLQ
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	HLA-B
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	CDKN1B
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	TP53
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	CBLC
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	SDHA
ACH-000168	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	AML	M5	SIDM00580	PPP6C
ACH-000169	Rhabdomyosarcoma, embryonal	rhabdomyosarcoma	embryonal	SIDM00847	NRAS
ACH-000169	Rhabdomyosarcoma, embryonal	rhabdomyosarcoma	embryonal	SIDM00847	TP53
